SeqNO.	Comp.Result	Di-pep.Result	part-Comp.Result	chemo-type.Result	Neighbor	#Combined:	extra	outer	peri	inner	cyto	#Most-likely-Location	#SeqName
#262	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	:	0.026087778	0.1164321374	4.021419	0.300954048	0.5351069	Periplasmic	2582580638___TE4605DRAFT_TBepi_metabat_4605_1001766.385_7
#263	Periplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.11058713	0.411596175	3.563436	0.514565859	0.39981633	Periplasmic	2582580638___TE4605DRAFT_TBepi_metabat_4605_1001648.386_2
#264	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.6631936	0.3123015	3.185861	0.2018759	0.6367672	Periplasmic	2582580692___TH4848DRAFT_TBhypo_metabat_4848_10022301.65_1
#265	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	2.883426	0.91191291	0.8107613	0.30957559	0.084325924	Extracellular	EnrD2m_bin_26___c_000000001786_4
#266	Extracellular	Extracellular	Periplasmic	OuterMembrane	Periplasmic	:	2.324672	0.7027768	1.641154	0.25335846	0.078037758	Extracellular	EnrD2m_bin_26___c_000000001786_5
#267	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	1.13461	0.252194719	3.325566	0.093977906	0.19365328	Periplasmic	EnrD2m_bin_26___c_000000001786_6
#268	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	1.0002685	0.098347045	3.463113	0.1241883	0.31408411	Periplasmic	EnrD2m_bin_44___c_000000001067_32
#269	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.21803958	0.656196163	3.248518	0.13240925	0.7448372	Periplasmic	EnrD2m_bin_44___c_000000001735_4
#270	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.5449741	0.1623841169	4.126766	0.038887899	0.1269889	Periplasmic	EnrD2m_bin_44___c_000000002032_7
#271	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	1.493126	0.14239731	2.664562	0.3180187	0.3818956	Periplasmic	EnrD2m_bin_44___c_000000005386_4
#272	Periplasmic	Periplasmic	Cytoplasmic	InnerMembrane	Periplasmic	:	0.2768486	0.17450439	2.432207	0.69789518	1.418546	Periplasmic	EnrD2m_bin_44___c_000000005386_6
#273	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.15213622	0.0787130879	4.474201	0.090767311	0.20418073	Periplasmic	EnrD2m_bin_44___c_000000005734_6
#274	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.7327884	0.481758909	3.290814	0.230594403	0.26404257	Periplasmic	EnrD2m_bin_44___c_000000009080_3
#275	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	1.1629162	0.18312666	3.317719	0.09758206	0.23865611	Periplasmic	EnrD2m_bin_44___c_000000009080_4
#276	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	:	0.13400405	0.163361111	4.089107	0.059068736	0.55445845	Periplasmic	EnrD2m_bin_44___c_000000009141_6
#277	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.4303149	0.44405236	3.783883	0.029124408	0.3126242	Periplasmic	EnrD2m_bin_44___c_000000010841_5
#278	Periplasmic	Periplasmic	Cytoplasmic	OuterMembrane	Periplasmic	:	0.7739356	0.6371197	2.809732	0.06746231	0.7117509	Periplasmic	EnrD2m_bin_44___c_000000012059_5
#279	Periplasmic	Periplasmic	Cytoplasmic	Cytoplasmic	Periplasmic	:	0.8461707	0.04143092	2.6374569	0.2442824	1.230659	Periplasmic	EnrD2m_bin_44___c_000000012694_4
#280	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	3.626967	0.3341258	0.8987463	0.05714775	0.08301229	Extracellular	EnrD2m_bin_44___c_000000014295_1
#281	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	4.253148	0.1197732	0.5630276	0.025658682	0.038391461	Extracellular	EnrD2m_bin_44___c_000000015023_3
#282	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.23809148	0.18494945	4.417445	0.04956491	0.10994903	Periplasmic	EnrD2m_bin_44___c_000000015440_4
#283	Periplasmic	Periplasmic	Cytoplasmic	OuterMembrane	Periplasmic	:	0.27156075	0.553337628	2.854883	0.43855393	0.8816663	Periplasmic	EnrD2m_bin_44___c_000000018601_3
#284	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.8881904	0.205716983	3.491406	0.08868576	0.32599897	Periplasmic	EnrD2m_bin_44___c_000000021239_2
#285	Periplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.1636008	0.20944536	3.568589	0.87783639	0.18052919	Periplasmic	EnrD2m_bin_44___c_000000023111_1
#286	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.6200043	0.0745587	3.780839	0.13947784	0.3851205	Periplasmic	2582580624___TE2443DRAFT_TBepi_metabat_2443_1003437.2_3
#287	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.3624799	0.229016685	3.884169	0.17237843	0.35195612	Periplasmic	EnrD2m_bin_58___c_000000016666_4
#288	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	4.528222	0.09405447	0.25287178	0.052813453	0.072037616	Extracellular	EnrD2m_bin_58___c_000000017581_3
#289	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	1.060062	0.16377984	3.5557216	0.02806864	0.1923668	Periplasmic	EnrD2m_bin_49___c_000000019714_2
#290	Cytoplasmic	InnerMembrane	Periplasmic	OuterMembrane	Periplasmic	:	0.21351982	0.56782709	2.151175	0.8677858	1.1996917	Periplasmic	2593339179___TH02086DRAFT_TH02086_TBL_comb47_HYPODRAFT_10000180.3_23
#291	Cytoplasmic	Periplasmic	Cytoplasmic	Periplasmic	Cytoplasmic	:	0.6294542	0.961561	1.3876029	0.2209199	1.8004622	Cytoplasmic	2593339179___TH02086DRAFT_TH02086_TBL_comb47_HYPODRAFT_10000180.3_26
#292	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	4.20849	0.5156205	0.2376987	0.02449907	0.013691615	Extracellular	2593339179___TH02086DRAFT_TH02086_TBL_comb47_HYPODRAFT_10000180.3_30
#293	Periplasmic	Periplasmic	Extracellular	Periplasmic	Periplasmic	:	1.381624	0.11404257	2.826663	0.1274801	0.5501905	Periplasmic	2593339179___TH02086DRAFT_TH02086_TBL_comb47_HYPODRAFT_10004239.80_7
#294	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	4.307047	0.13940732	0.3807151	0.089558302	0.083272121	Extracellular	EnrD2m_bin_55___c_000000009949_1
#295	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	1.6545585	0.2665067	2.547709	0.12535405	0.4058718	Periplasmic	EnrD2m_bin_55___c_000000015056_2
#296	Cytoplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.07307712	0.131399498	2.124664	1.1027083	1.5681525	Periplasmic	EnrD2m_bin_37___c_000000000167_22
#297	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.33773067	0.354221475	4.08486	0.06538962	0.15779784	Periplasmic	EnrD2m_bin_37___c_000000000253_47
#298	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.5313297	0.06951284	4.138857	0.05393125	0.20636967	Periplasmic	EnrD2m_bin_37___c_000000000255_65
#299	Periplasmic	Extracellular	Periplasmic	Periplasmic	Periplasmic	:	1.926605	0.13287415	2.538472	0.20075411	0.201296519	Periplasmic	EnrD2m_bin_37___c_000000000255_66
#300	Extracellular	Extracellular	Extracellular	InnerMembrane	Extracellular	:	3.411798	0.68253434	0.2462459	0.539592967	0.119828354	Extracellular	EnrD2m_bin_37___c_000000000255_67
#301	Periplasmic	Periplasmic	Cytoplasmic	InnerMembrane	Periplasmic	:	0.1824474	0.14569593	1.640243	1.04542099	1.986194	Cytoplasmic	EnrD2m_bin_37___c_000000000568_11
#302	Periplasmic	InnerMembrane	Cytoplasmic	InnerMembrane	Periplasmic	:	0.2154633	0.16966897	1.595964	1.6096177	1.4092877	InnerMembrane	EnrD2m_bin_37___c_000000000568_12
#303	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.29689347	0.04624925	3.420679	0.2896378	0.946542	Periplasmic	EnrD2m_bin_37___c_000000000679_19
#304	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.01656952	0.0224761445	3.631383	0.02018418	1.3093867	Periplasmic	EnrD2m_bin_37___c_000000001376_18
#305	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.28327853	0.090598554	4.397	0.096160322	0.13296286	Periplasmic	EnrD2m_bin_37___c_000000002188_6
#306	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.489514	0.73209679	0.27139436	0.419226796	0.0877680764	Extracellular	EnrD2m_bin_37___c_000000003557_9
#307	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.566349	0.67216676	0.2547287	0.413863429	0.092892255	Extracellular	EnrD2m_bin_37___c_000000005950_7
#308	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.9300369	0.24883397	2.984889	0.23394361	0.6022962	Periplasmic	EnrD2m_bin_30___c_000000003046_8
#309	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.305564	1.0654907	0.5155271	0.039577177	0.07384143	Extracellular	EnrD2m_bin_30___c_000000005464_1
#310	Cytoplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.3446864	0.2142121	2.663831	0.07186438	1.7054052	Periplasmic	2582580684___TH433DRAFT_TBhypo_metabat_433_10005835.125_3
#311	Periplasmic	Periplasmic	Cytoplasmic	Extracellular	Periplasmic	:	1.1346844	0.17227079	2.991579	0.06703686	0.6344279	Periplasmic	2582580684___TH433DRAFT_TBhypo_metabat_433_10009774.142_2
#312	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	:	0.6123305	0.58374939	2.12388	0.40833035	1.2717109	Periplasmic	2593339181___TH02519DRAFT_TH02519_TBL_comb47_HYPODRAFT_10001396.14_21
#313	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.22802597	0.0733196	4.099485	0.14504435	0.45412474	Periplasmic	2593339181___TH02519DRAFT_TH02519_TBL_comb47_HYPODRAFT_10009354.75_5
#314	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.953966	0.29801994	2.874193	0.09989212	0.7739317	Periplasmic	2593339181___TH02519DRAFT_TH02519_TBL_comb47_HYPODRAFT_10010501.83_2
#315	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.2596842	0.08553269	4.179788	0.17825556	0.2967406	Periplasmic	2593339181___TH02519DRAFT_TH02519_TBL_comb47_HYPODRAFT_10010501.83_7
#316	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.24544685	0.07012041	4.046935	0.221219	0.41627907	Periplasmic	2593339181___TH02519DRAFT_TH02519_TBL_comb47_HYPODRAFT_10011859.87_2
#317	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.7443819	0.09848123	3.407972	0.11408522	0.6350803	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10010074.7_1
#318	Periplasmic	Periplasmic	Extracellular	Extracellular	Periplasmic	:	1.656985	0.57094356	2.466463	0.04966484	0.2559439	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10010074.7_2
#319	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.28603934	0.184671442	4.281622	0.134815842	0.1128501	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10010074.7_4
#320	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.5527648	0.14894346	3.511636	0.19360931	0.59304482	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10011556.23_1
#321	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	:	0.739603	0.36355199	2.822428	0.11655631	0.9578634	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10013618.48_2
#322	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.3757287	0.21723335	3.464803	0.14072498	0.80151157	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10006000.51_1
#323	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.24796565	0.09317749	4.368082	0.04931213	0.2414629	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10023285.66_1
#324	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.68469	0.05617291	3.99262	0.13581955	0.13069632	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10023285.66_3
#325	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.13711974	0.197270265	4.376681	0.063101002	0.22582575	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10009621.99_3
#326	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	:	0.09764418	0.018726779	3.479684	0.1213279	1.28261719	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10009621.99_5
#327	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.216667	0.45465972	1.1896688	0.070733448	0.068272895	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10009621.99_8
#328	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	:	0.22833852	0.118950277	3.622198	0.33151584	0.69899951	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10009001.104_5
#329	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.6545204	0.98121295	2.9339024	0.047002721	0.38336051	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10007532.117_3
#330	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.536045	0.94689536	0.48725801	0.0228961825	0.0069052206	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10000864.181_25
#331	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.24590529	0.296777944	4.204617	0.0665388025	0.186161677	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10002376.190_18
#332	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.18042722	0.490661435	3.823872	0.019719119	0.485321	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10001346.200_12
#333	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	4.415246	0.100829803	0.32433082	0.07212709	0.08746682209	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10016566.216_5
#334	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.2724667	0.290605287	4.049951	0.18166286	0.20531308	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10007413.275_3
#335	Cytoplasmic	Periplasmic	Cytoplasmic	Periplasmic	Cytoplasmic	:	0.05512597	0.016237073	1.991314	0.21277717	2.724545	Cytoplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10004915.298_9
#336	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.085953348	0.121544846	3.732252	0.5110909	0.54915801	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10002427.326_8
#337	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	:	0.48482664	0.0421363	2.554175	0.080342244	1.83852029	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10001352.334_20
#338	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	2.60034	0.6315092	1.5435448	0.109899069	0.11470661	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10001352.334_21
#339	Extracellular	Extracellular	Extracellular	Extracellular	Periplasmic	:	3.556322	0.33606442	1.0463913	0.025269578	0.035952054	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10001352.334_24
#340	Extracellular	Extracellular	Extracellular	InnerMembrane	Extracellular	:	3.476703	0.64844488	0.14544571	0.594157278	0.135249425644	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10002232.344_5
#341	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.370351	0.7930837815	0.391407	0.314117763	0.13104077946	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10002232.344_6
#342	Extracellular	Extracellular	Extracellular	InnerMembrane	Extracellular	:	3.387034	0.644074424	0.2601962	0.573407911	0.135287607	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10002232.344_7
#343	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.967577	0.622088771	0.16898853	0.18477866974	0.05656794691	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10007126.364_1
#344	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.40602	0.77228061	0.282953	0.432932111	0.10581547	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10012688.409_5
#345	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.22159378	0.037256198	4.152454	0.10012153	0.48857424	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10009873.456_2
#346	Periplasmic	Periplasmic	Extracellular	Periplasmic	Periplasmic	:	0.8719297	0.13232263	3.439972	0.118680641	0.43709596	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10014868.465_3
#347	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.864724	0.69077804	0.24564663	0.135491242	0.063360087	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10014868.465_4
#348	Cytoplasmic	Cytoplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.050538485	0.235004989	2.1517767	1.2602563	1.3024237	Periplasmic	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10004994.474_14
#349	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.962093	0.75187033	0.10234175	0.135825526	0.04786916525	Extracellular	2582580689___TH4645DRAFT_TBhypo_metabat_4645_10018484.482_1
#350	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	1.2805805	0.05551837	3.5637276	0.023753559	0.07642052	Periplasmic	2582580700___TH5891DRAFT_TBhypo_metabat_5891_10002632.38_9
#351	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	:	0.21411956	0.133373	3.209946	0.1843031	1.258258	Periplasmic	2582580623___TE2167DRAFT_TBepi_metabat_2167_1006346.47_2
#352	Periplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.28210557	0.582783209	3.3345838	0.661120548	0.139406545	Periplasmic	2582580641___TE5243DRAFT_TBepi_metabat_5243_1007415.4_2
#353	Periplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.05587533	0.04739679	2.804447	1.24143613	0.850844	Periplasmic	2582580641___TE5243DRAFT_TBepi_metabat_5243_1014792.246_2
#354	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.2112075	0.078172241	4.56865	0.056563486	0.085405991	Periplasmic	2582580641___TE5243DRAFT_TBepi_metabat_5243_1008022.384_1
#355	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.11095202	0.36828917	3.323451	0.30090253	0.8964068	Periplasmic	2582580641___TE5243DRAFT_TBepi_metabat_5243_1007112.385_7
#356	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.2927955	0.10425215	3.858126	0.11456474	0.6302603	Periplasmic	2582580641___TE5243DRAFT_TBepi_metabat_5243_1019155.392_2
#357	Cytoplasmic	InnerMembrane	Periplasmic	OuterMembrane	Periplasmic	:	0.4042734	0.7844699	2.364216	0.7426673	0.7043719	Periplasmic	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10000159.10_47
#358	Extracellular	Extracellular	Extracellular	Extracellular	Extracellular	:	4.1255	0.50126078	0.28516642	0.038324941	0.049747868	Extracellular	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10000402.16_20
#359	Periplasmic	Extracellular	Periplasmic	OuterMembrane	Periplasmic	:	1.6914298	1.0995098	1.6688319	0.13147016	0.40875969	Extracellular	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10000402.16_21
#360	Periplasmic	Extracellular	Periplasmic	InnerMembrane	Periplasmic	:	0.6882142	0.51275805	2.122486	0.6277204	1.048822	Periplasmic	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10000402.16_24
#361	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	0.4516012	0.99668452	3.0716799	0.1673582	0.31267763	Periplasmic	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10000402.16_28
#362	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.1583995	0.215401242	4.006997	0.142354885	0.47684789	Periplasmic	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10000454.17_37
#363	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.4537108	0.33398688	3.269203	0.15470489	0.7883929	Periplasmic	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10001319.30_13
#364	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.04438493	0.006255453	3.819043	0.03889867	1.0914192	Periplasmic	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10002845.35_1
#365	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.417777	1.2430991	0.2791098	0.04293338	0.017080341	Extracellular	2582580695___TH5354DRAFT_TBhypo_metabat_5354_10028782.105_2
#366	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.9749672	0.11341082	3.77456	0.040003967	0.09705735	Periplasmic	EnrD2m_bin_74___c_000000006490_4
#367	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	:	0.08431227	0.032555443	3.311572	0.06432996	1.5072298	Periplasmic	EnrD2m_bin_74___c_000000027272_3
#368	Extracellular	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	1.759489	0.5716629	2.324504	0.25089033	0.09345493	Periplasmic	EnrHum_bin_1___c_000000004189_4
#369	Cytoplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.3326029	0.1334868	3.0784869	0.65944837	0.7959739	Periplasmic	EnrHum_bin_1___c_000000014736_2
#370	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.4600567	0.4391821	2.32349	0.7241732	1.05310041	Periplasmic	2582580673___TH3311DRAFT_TBhypo_metabat_3311_10001135.39_20
#371	Periplasmic	Periplasmic	Extracellular	OuterMembrane	Periplasmic	:	1.2394381	0.3662562	2.698403	0.053423601	0.6424767	Periplasmic	2582580673___TH3311DRAFT_TBhypo_metabat_3311_10000121.102_82
#372	Extracellular	Extracellular	Extracellular	OuterMembrane	OuterMembrane	:	3.435772	1.3890441	0.1122869	0.026982441	0.035914521	Extracellular	2582580673___TH3311DRAFT_TBhypo_metabat_3311_10014014.107_1
#373	Cytoplasmic	Periplasmic	Cytoplasmic	Extracellular	Periplasmic	:	0.6530789	0.1215251	1.9618187	0.2720575	1.99152	Cytoplasmic	2582580673___TH3311DRAFT_TBhypo_metabat_3311_10014014.107_4
#374	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.113137771	0.028418467	4.397021	0.072383395	0.389038	Periplasmic	EnrHum_bin_10___c_000000002538_1
#375	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.669334	0.76005911	0.39459398	0.1359167892	0.0400967151	Extracellular	EnrHum_bin_10___c_000000003642_1
#376	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.01656952	0.0224761445	3.631383	0.02018418	1.3093867	Periplasmic	EnrHum_bin_10___c_000000003831_4
#377	Periplasmic	InnerMembrane	Cytoplasmic	InnerMembrane	Periplasmic	:	0.200421	0.15373037	1.654033	1.5984425	1.3933742	Periplasmic	EnrHum_bin_10___c_000000006818_1
#378	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.29689347	0.04624925	3.420679	0.2896378	0.946542	Periplasmic	EnrHum_bin_10___c_000000007048_4
#379	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.5068881	0.049362049	4.255443	0.05640569	0.131900831	Periplasmic	EnrHum_bin_4___c_000000000003_36
#380	Periplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.332237	0.6106953	3.252342	0.65951273	0.14521349	Periplasmic	EnrHum_bin_4___c_000000000044_47
#381	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	:	0.21411956	0.133373	3.209946	0.1843031	1.258258	Periplasmic	2593339176___TH00545DRAFT_TH00545_TBL_comb47_HYPODRAFT_10003805.25_6
#382	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.1587895	0.29239754	4.000418	0.41485402	0.13354086	Periplasmic	2582580658___TH2159DRAFT_TBhypo_metabat_2159_10000918.59_37
#383	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.5842327	0.132323692	4.063936	0.1328685866	0.086637621	Periplasmic	2582580658___TH2159DRAFT_TBhypo_metabat_2159_10000372.158_31
#384	Periplasmic	Periplasmic	Periplasmic	Cytoplasmic	Periplasmic	:	0.65290075	0.132193999	3.047897	0.09047778	1.07653062	Periplasmic	EnrD2m_bin_24___c_000000025782_1
#385	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.3171839	0.08278004	3.994943	0.16582761	0.43926646	Periplasmic	2593339189___TE01800DRAFT_TE01800_TBL_comb48_EPIDRAFT_1000735.29_6
#386	Cytoplasmic	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	:	0.5861269	0.57328523	2.100141	0.41455519	1.3258934	Periplasmic	2593339189___TE01800DRAFT_TE01800_TBL_comb48_EPIDRAFT_1000765.31_2
#387	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.24544685	0.07012041	4.046935	0.221219	0.41627907	Periplasmic	2593339189___TE01800DRAFT_TE01800_TBL_comb48_EPIDRAFT_1001826.58_8
#388	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.953966	0.29801994	2.874193	0.09989212	0.7739317	Periplasmic	2593339189___TE01800DRAFT_TE01800_TBL_comb48_EPIDRAFT_1007998.95_3
#389	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.2662372	0.08825432	4.122864	0.201649	0.3209958	Periplasmic	2593339189___TE01800DRAFT_TE01800_TBL_comb48_EPIDRAFT_1011333.110_4
#390	Periplasmic	InnerMembrane	Cytoplasmic	InnerMembrane	Periplasmic	:	0.1969162	0.15119249	2.261782	1.04775745	1.342352	Periplasmic	EnrFe2_bin_4___c_000000000287_13
#391	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.7771887	0.103683028	3.940744	0.064296874	0.11408775	Periplasmic	EnrFe2_bin_4___c_000000001726_5
